,text,tag
7184,cars flip .,neg
7185,"thematically in cinema , love for family has been used frequently and emphatically to highlight more abstract aspects of characters ; it is rare , however , for it to develop as outstandingly as it does in roberto benigni's neo-classic drama , life is beautiful .",pos
7186,the impressive cast looks suitably embarrassed .,neg
7187,"many things are not explained in this film , but i do know that for some bizarre reason , van damme seemed to be doing a jackie chan impression throughout the flick .",neg
7188,one of the indicator of badness in film is the hype being remembered more than film itself .,neg
7189,"sure , we have to sit through the lame opening sequence and plenty more lame scenes after that , but the whole murder in the white house thing makes for an interesting premise that is never quite delivered upon .",neg
7190,"as stated before , daryl hannah is daryl hannah here ; she looks like she just stepped out of the shower all the time .",neg
7191,suck-ups .,neg
7192,a monkey !,neg
7193,"a showcase for mr . aronofsky's technical virtuosity ( made for $60 000 , it's since gone on to capture acclaim at the 1998 sundance film festival ) , pi is an intriguingly cerebral story which , ironically , is perhaps the most purely visceral film of the year .",pos
7194,"the equally essential role of willie is handled with an intangible grace by veteran thespian charles s . dutton ( mimic , a time to kill )",pos
7195,"amazingly , all the talk they do about keeping commitments and upholding responsibilities only really applies to fun things , things they want to do , not things they are required to do to keep earning money .",neg
7196,apparently hopkins thought the same and tried desperately to hide it ; how else can one explain the graininess of blawp's composite shots with the human actors ?,neg
7197,"while the prinze oeuvre is hard to defend , his talent is not .",neg
7198,they get transported to a blade runner-esque world lead by king koopa ( dennis hopper ) .,neg
7199,her existence is filled with endless parties and comic episodes .,neg
7200,"to her credit , though , she looks young enough to pull it off .",neg
7201,this hurtful admission sends bill into a tailspin ; he pounds the streets of the village in his heavy black overcoat struggling with black-and-white images of alice in the grip of a horny midshipman .,neg
7202,"just when you thought you could predict what was going to happen , there would be a little twist involving the characters that would be absolutely wacky .",pos
7203,perhaps .,neg
7204,"it's geared only for the cult film crowd , and will make its mark there one way or the other .",neg
7205,not too surprisingly neither finds that his idea works out the way he quite expected .,neg
7206,a gang of jellyfish kills one of the navy personnel .,neg
7207,"if anything , the inexplicable presence of simon callow ( four weddings and a funeral ) and bob gunton ( the shawshank redemption ) suggests that working with carrey is the classical actor's ultimate challenge .",neg
7208,"it is edgar's ( bruno putzulu ) self-appointed task to capture these moments after a recent breakup , to define a central idea : "" it's only when things are over that they make sense . """,neg
7209,"the best thing about it is that whenever crew members are interviewed , they do an excellent job of explaining their profession and exactly what it is they do on a movie set .",neg
7210,the true problems happen after the crew does come into the kurtz compound .,pos
7211,"there are some amusing moments , to be sure , but not enough to make the experience an enjoyable one .",neg
7212,"trust me , i'm not revealing anything by telling you pryce turns out to be a villain .",neg
7213,reviewed by brandon herring 4/29/00 for more reviews please visit movie review central at http : //www . geocities . com/moviefan983/moviereviewcentral . html,neg
7214,"if you do go , keep an eye out for robert conrad in a role as president grant .",neg
7215,"one of the crew members ( angela bassett ) knows this passenger , who is played by peter facinelli , and has some bad feelings about it -- and we all know what that means .",neg
7216,"at first , when reports were indicating that jovovich had been chosen for such a demanding role , i was highly doubtful that her marginal talent could carry a film of such a caliber .",neg
7217,"to counter that , cisco's partner has a trace buster buster buster .",neg
7218,- save the last dance ( 7/10 ) - she's all that ( 6 . 5/10 ),neg
7219,"to date , the most smoothly done were straightforward "" haircuts "" of the classic western plot , like the lone gunman who comes to town and protects the widow and the son against an evil organization , usually one in possession of some critical resource , like water , feed range , or a mining claim .",neg
7220,"the son of james caan should not be reduced to garbage like this ! ) are two losers from wyoming with no jobs and no girlfriends , who look up to world championship wrestling champion jimmy king ( a terribly casted oliver platt ) , as he is everything they are not .",neg
7221,the linchpin that was needed to tie together the stylistic quirks of this film was a central character who changes and who gives us something about which to care .,neg
7222,"if he has sex with 20-year old christine york ( robin tunney ) , "" the chosen one , "" their child will be the antichrist , or at least a brat .",neg
7223,"a woman , formerly an office worker , ( yang kuei-mei ) is tormented by her upstairs neighbor ( lee kang-sheng ) who has a hole cut by a plumber in the floor and is using it as a drain .",neg
7224,"as a hot-shot defense attorney , kevin lomax ( keanu reeves ) has a special talent for picking juries that will ultimately acquit his clients .",neg
7225,"mind you , there's nothing wrong with the basic story .",neg
7226,he only makes the film even more tv-movie-ish .,neg
7227,but the best scenes are ones that feature eastwood duking it out with those in authority over him .,pos
7228,there was very little logical development in these characters .,neg
7229,"you see , george is in trouble , and he has always helped others who needed it .",pos
7230,"it could have explored the changed friendships after a year of adulthood , but seemed to only include that aspect to add 15 more minutes to the film .",neg
7231,"* * * * amazing , potent stuff .",neg
7232,"while screen adaptations of john irving's novels have been disappointingly uneven , the films have all shared one particular strength : key casting .",pos
7233,"her refusal to see max ( unbeknownst to him ) leads us to an awkward `ends justify the means' scene as sammy's wife serena , played nicely by kathleen quinlan , poses as lillianna .",neg
7234,"belive me , godzilla holds no surprises for anyone with an iq higher than their shoe size , so . . . no",neg
7235,"worse , actually .",neg
7236,"when micheal eisner and his executives arrived at the disney animation studio , the animators were struggling to complete the black cauldron .",pos
7237,"since she is an expert amateur horticulturist , he convinces her to help him revive his hemp plants , which he grows for private use .",neg
7238,"for his directoral debut , gary oldman chose a highly personal family drama about a violent , alcoholic husband and father , and the various lives he affects .",neg
7239,""" how could this possibly be worst , "" asks phil .",neg
7240,"it's all terribly melodramtic , as you can see , and by the time jackie has contracted ms ( in a brilliantly edited scene that surpasses the breakdown scene in the semi-smiliar "" shine "" in technical and emotional devastation ) , it would have been the time that i could easily call the sign for melodramatic overload if it hadn't been handled in such a way .",pos
7241,"anyway , after somebody remembered what the light switch was for , i settled in for bond .",pos
7242,kids should find this movie amusing and fun and they'll probably enjoy the whole movie .,neg
7243,"it's sketch comedy , and if you're a fan of norm macdonald , you'll love it .",neg
7244,it just stays static as the fight happens in the distance .,neg
7245,"her son , jackson ( johnathon schaech ) and his girlfriend , helen ( gwyneth paltrow ) , live in new york , and have no intention to move back down south to the rural kilronan .",neg
7246,"and no , i really don't feel guilty about wishing this movie death at the box-office .",neg
7247,"all too often , it veers into the realm of the unintentionally funny .",neg
7248,"there's even a faux-cute musical montage where a reluctant buddy gets cleaned-up to "" splish splash . """,neg
7249,"i was somewhat surprised , therefore , to discover that i liked afterglow .",pos
7250,"in other words , trying to give him dimension was a mistake .",neg
7251,"it is tricky having good actors play bad ones , but , if they couldn't pull it off , they should have just given up .",neg
7252,"i'm not exactly sure where all this money went , but it certainly did not register onscreen .",neg
7253,"i woke up early the day i died is a comedy , i guess , though it could have fooled me .",neg
7254,the laughs ?,neg
7255,"however , the dark comedic moments are more memorable .",pos
7256,"the first five minutes or so of _roxbury_ play very much like one of the original "" roxbury guys "" skits .",neg
7257,"lesra is an african american teenager taken in by three well-off canadian white people ( hanna , unger , schreiber ) to get an education .",neg
7258,it is a daring picture that has courage enough to undertake such a risky story and difficult journey .,pos
7259,and that they killed people so disgustingly ?,neg
7260,lili taylor has never been one of my favorites .,neg
7261,it apparently helps if you're drunk while you're doing it .,pos
7262,5 . ) did godzilla carry all two hundred eggs in her belly ?,neg
7263,"with the possible exception of a mildly enjoyable car chase near the end , there isn't a sequence in this film that raises the pulse .",neg
7264,"i don't think , however , that his presence necessarily hurt ( or helped ) the film .",neg
7265,"better luck next time , matt .",neg
7266,"first off , why did they leave off the national lampoon's heading on the title ?",neg
7267,i was rather bored through what turned out to be a shorter than expected running time .,neg
7268,he goes to her to finally get the divorce papers signed so he can remarry this . . . thing,neg
7269,"there is not an ounce of intelligence , or excitement in , "" john carpenter's vamires , "" which is very disheartening coming from an ex-fan of carpenter's .",neg
7270,"when she writes her name and number down on a piece of paper , a truck rumbles by and blows it out of her hand .",neg
7271,"as alison quests to find abraham and show him the errors of his ways , the six new hapless humans are allowed to live out their worst nightmares and then be brutally murdered .",neg
7272,"the screenwriter , andrew niccol , who bought us gattaca ( 1997 ) delivers an entertaining script , and manages to keep the plot in trim .",pos
7273,"aside from keanu reeves giving one of the best performances of his career as the loathable redneck donnie barksdale , there is little else going for the film .",neg
7274,it is rated pg for comic violence and would be acceptable for all ages .,neg
7275,"from inside his giant , stone head , zardoz bellows seriously laugh-inducting statements like , "" the gun is good .",neg
7276,"he was one of the more consistently funny performers on _saturday_night_live_ before his much-talked-about firing , and his dry brand of smartass wit translates well to the big screen ; it also doesn't hurt that he's a natural , likable screen presence .",neg
7277,"ask mr . wild bill , the first and only time he did not sit with his back to a wall cost him his life .",neg
7278,""" wrongfully accused "" meshes together the premises of "" the fugitive "" and "" patriot games , "" casting its always game star as ryan harrison ( get it ? ) , a master violinist who is drawn into an affair with a married temptress ( kelly le brock ) .",neg
7279,"the "" hook "" that is supposed to make mercury rising unique is that the young protagonist is autistic .",neg
7280,* = what were they thinking ? ?,neg
7281,almost all of them happen to be his greatest admirers and use every opportunity to express how sorry they feel for having to fight him and his people .,neg
7282,"with paul sorvino . """,neg
7283,"it has some effects , but the most intriguing effect he shows only as an outline on a radar screen .",neg
7284,wyatt earp details thirty-five years in the life of same from around 1865 to 1900 .,neg
7285,"thinking quickly , courtney offers fern a once-in-a-lifetime chance .",neg
7286,"technically , this film is a nightmare .",neg
7287,because she reminds me of the delectable brosnan .,neg
7288,"but so little time is devoted to this part of the story , we never really become too familiar with these characters , and because of this , we don't really care what happens to them .",neg
7289,the picture feels like it's been hacked to pieces -- i wouldn't be surprised if five or six inept subplots have been edited out completely . ?,neg
7290,"and , if you're determined to see mercury rising , check out the morning sky in early may .",neg
7291,"soon , dorn has arranged an exhibition game that pits gus' overachieving group against huff's overpaid , last-place bunch .",neg
7292,"oh , and jam ( real name jeremiah ) has a really , really annoying ultra-religious mother who ought to be reported to the child welfare agency .",neg
7293,"showgirls was a failure , but it appears that , though it'll be lucky to make near its budget , this movie will still do okay gross-wise .",neg
7294,"as a piece of storytelling , then , mca tv's version of dune is clearly superior .",neg
7295,"needless to say , the romance is completely extraneous , and adds little to the film .",neg
7296,"= please catch deep impact before it finishes its run , it may be the only = meteor worth watching in long-long time .",neg
7297,"i didn't mind the corny one-liners here and there during action sequences , but it certainly could have done without them .",pos
7298,"and salma hayek pops up as the female interest , which is always nice to see .",neg
7299,"first of all , she can't pass for tough nypd street fighter , and her attempt to pass for orthodox jewish woman isn't much better .",neg
7300,"the twins grow up to be powerful wizards , the good one embracing magic , and the bad one utilizing technology to attempt to expand his evil empire .",neg
7301,"well , this wouldn't be a thorough review about a thoroughly bad movie .",neg
7302,"rather , you adopt the opinion that the characters are so goofy and so unaware of the trouble that they're in , that you stop caring about who lives , who dies and where the story goes .",neg
7303,"in the 1982 updating of mickey spillane's 1947 novel "" i , the jury , "" hard-boiled detective mike hammer is a vietnam vet who drives a shiny bronze trans am , dresses like don johnson in "" miami vice "" with less pastels , and has sworn off alcohol .",neg
7304,but the guy makes worse films than reagan did .,neg
7305,the one potentially interesting character ( carrie-anne moss ) spends her time alone in the orbiting ship talking to a computer .,neg
7306,"i remember a film called "" white man's burden "" which dealt with a reversal of blacks and whites in society that did nothing with it's potentially brilliant premise .",neg
7307,it pretends it is something that it is not - a surreal and deep psychological character study wrapped in a high-tech thriller .,neg
7308,"parillaud and baldwin , who aren't exactly shakespearean material to begin with , are saddled with such leaden dialogue that their characters have zero chance of breaking free of their cardboard confines .",neg
7309,"for children , it offers imaginative visuals , appealing new characters mixed with a host of familiar faces , loads of action and a barrage of big laughs ( including numerous gags related to body functions and yucky substances , apparently a requisite in contemporary family films ) .",pos
7310,""" you damn dirty apes ! """,neg
7311,brooke shields showed up in a funny little performance as a big-headed mogul who after a while became routine and old .,neg
7312,"really good acting there , the best in the movie .",neg
7313,"if you can't figure out where all this nonsense leads , then you need a remedial course in film viewing .",neg
7314,"when cameron drake is announced the winner , the excitement is heightened as he pays tribute to his high school english teacher , mr . brackett .",pos
7315,shouldn+t have to pay $7 . 50 to hear this in an awful robin williams schmaltzfest . ),neg
7316,"when i originally saw the trailer for "" analyze this "" a few months ago , i must admit , i thought it looked kind of lame .",neg
7317,"that man is his boss , mr . milton , a truly evil character who just may be the devil himself .",neg
7318,writer/director lawrence kasdan had a hand in penning some of the biggest film successes of the 1980s .,neg
7319,"`alex , i'll take homicide for $400 . . . '",neg
7320,"this sleazy pic , soon became grating and wore out its welcome to my unreceptive ears .",neg
7321,"ultimately , the allies rescue the camp .",pos
7322,there are many movies that are truly worth seeing unlike this one .,neg
7323,"she was trying to escape from reality and that by returning to london , she has another chance to see if she can find the key to this world or whatever world she is looking for and should no longer have nightmares about where she's at .",pos
7324,yes . &nbsp ;,neg
7325,"unfortunately , in a perfect murder , the faults are often so overt that we become aware of them as they're happening .",neg
7326,"by the time coolio and chuck d show up as black independent film-makers the brothers brothers ( cleverly identified as "" bad a-- "" and "" badder a-- "" , among other unprintable things ) , you may be ready to walk out of the theater with your coat over your head to avoid being identified .",neg
7327,and it borders on clich ? d stereotype but doesn't quite succumb to that definition either .,neg
7328,rated r .,neg
7329,"the movie is presented in its original theatrical aspect ratio of 2 . 35 : 1 , is enhanced for 16x9 televisions , and has been remastered in full thx glory .",neg
7330,"it grabbed my attention in the beginning and gradually lost it as it went on , up to the point where halfway through i was already weary .",neg
7331,holy man is not funny .,neg
7332,"all is not lost-ray is on his way to save the day , and a helpful witch doctor is saying little prayers for julie and co .",neg
7333,comedy ?,neg
7334,"while the production has enough minor pleasures to warrant a tv viewing on some lazy sunday afternoon , it has no business playing in a movie theater .",neg
7335,a strange occurrence -- the appearance of aurora borealis over new york city -- allows father and son to communicate through the same ham radio frank used in '69 and that john has found in the present day .,pos
7336,even the mandatory epilogue is as pointless and predictable as the rest of the movie .,neg
7337,i counted at least half a dozen times that blue-screening was painfully obvious .,neg
7338,"matthew modine plays joe , a struggling actor waiting tables in order to pay the rent .",neg
7339,how writer neil simon could've made such a horrible mistake in screen writing is beyond me .,neg
7340,disappointing is barely the word .,neg
7341,"some six years ago , march give a solid performance in jean jacques annaud's steamy the lover .",neg
7342,almost fell out of my seat when i saw the bit with the dog dodging the falling debris .,neg
7343,"his wife is suspicious of his whereabouts , his kids don't need him and his best friends , griffin ( garry shandling ) and mona ( goldie hawn ) , are in the midst of a divorce .",neg
7344,"after taking a try at one of antoine's clients and earning $10 , deuce decides to prostitute himself to raise the money to replace the fish tank before the fiery-tempered antoine returns .",neg
7345,magoo .,neg
7346,"it shows out that because of a small failure in the "" electrical circuits "" and "" positronic brain "" andrew has accidentally gained a soul .",neg
7347,judging by their performances they also made it before they took any acting lessons .,neg
7348,"and the movie , except for the obligatory scene of someone almost overdosing , shows drug usage as being a hip and natural part of the art scene .",neg
7349,"within a short stretch of time we have seen the release of mission to mars , red planet , and ghosts of mars .",neg
7350,"in this movie , the ninja manage to kill just about everyone except him .",neg
7351,"however , he seems more at home when the actors aren't talking .",pos
7352,you also wonder when they get the time to get their clothes dry-cleaned and why no cleaner ever complains about all the bloodstains .,neg
7353,directed by peter chelsom .,neg
7354,"i couldn't even make it through "" the santa clause , "" so why did i even see this ?",neg
7355,"carlyle and miller are fun enough as the foul mouthed pair , although their characters are criminally undeveloped .",neg
7356,she makes an offer that is too hard to refuse .,pos
7357,"jonathan falls hard , and sara is charmed .",neg
7358,. . . except that the hand would have transferred that image backwords .,neg
7359,my final criticism of the film lies in its glamorous depiction of alcohol and alcoholism .,neg
7360,richard's voice-over tells the audience that he has come to this place because he is bored with his life and feels that one way to reinvigorate himself is to let go of the familiar and to enter into a world of the unknown .,neg
7361,"it's a dynamic , important , breathtaking film of loyalty , power , greed , and trust .",pos
7362,"you don't need to be a cynical college student to be able to see right through this film , which is another in a long line of cheap attempts at making a quick buck by disney , who have essentially become the puff daddy of the film industry , half-assedly re-mixing classics ( or non-classics ) for distribution to the general public , who sadly eats it all up .",neg
7363,"side note #2 : despite the fact that huey lewis' "" hip to be square "" and a pair of phil collins songs appear in the film , don't expect to see them on the soundtrack release .",pos
7364,"* * * * amazing , potent stuff .",neg
7365,genre : drama,pos
7366,"for instance , he is a bloodthirsty turkey hound , and she is forgiving and understanding when it comes to some serious issues .",pos
7367,so i never got to finish the movie and i'm sure as hell not going to pay three more bucks to watch half of a bad movie .,neg
7368,"the bats are ugly , i must say .",neg
7369,"game performances - especially by love , rudd and plimpton - are almost shot down by the bizarrely colorful parts and a constantly roving focus , here a combination that mostly sputters when it should crackle .",neg
7370,guilty .,pos
7371,"we are able to identify with eve ( ryan ) , the most open and caring daughter , because she is the one who stayed by her father's side as everyone else moved forward to pursue a impending career .",neg
7372,i plan on giving some things away here .,neg
7373,"walking over to greet him , he is horrified to discover it is jimmy "" the tulip "" tudeski ( bruce willis ) , a former contract killer for the mafia who has just been released from prison .",neg
7374,at least danny elfman had the good sense to not mess with bernard herrmann's original famous and terrific score .,neg
7375,"it appears pi ? eyro ( who co-wrote with marcelo figueras , from a novel by ricardo piglia ) purposefully adds more blood and lovemaking for his own amusement .",neg
7376,gwennie ( sandra bullock ) is a young woman who drowned her problems in alcohol .,neg
7377,"sadly , i recommend you give this film a miss .",neg
7378,bad .,neg
7379,"con-air was ridiculousy dumb in = its premise but it did have fun moments , and who can forget the nursery = rhyme sang by that psycho killer played by steve buscemi .",neg
7380,"hey , don't laugh - the thing actually listened to the mr . rogers-would-be-proud sentiment .",neg
7381,"for most , it's a time to be with your loved ones and enjoy a good , home-cooked meal .",neg
7382,"this is not to say that she doesn't need work--sometimes she lays on the "" toughness "" a bit too thick and comes off too much as a caricature .",pos
7383,their unexpected presence creates the chain of the events that would end in bloodshed .,neg
7384,the artist accepts and the movie is underway .,neg
7385,"as for the actual "" earthquake , "" it's rather a let-down .",neg
7386,"sixty years later , thanks to the ongoing efforts of walt's nephew , a new fantasia is being released .",pos
7387,"maryam d'abo , about the only actor close to being a star here ( she played the bond chick in the living daylights ) , is equally adequate as the "" stalked "" of the title , even though she seems too ditzy at times to be a strong , independent business-owner .",neg
7388,"based on the 1960s tv series that i had never seen or heard of before this movie ( be happy , i won't bore you with any lame and unnecessary comparisons ) , this film allows will smith to take a third stab at the independence day weekend box-office , after scoring huge successes with men in black ( 7/10 ) , directed by the same man who controlled this one , and independence day ( 6/10 ) .",neg
7389,"it's a shame to waste it in glitzy , superficial tripe like "" gone in 60 seconds . """,neg
7390,"however , if you answered "" b "" , prepare to enjoy a film made with idiots like you in mind !",neg
7391,"after leaving an impression with the `scream' films and the original `nightmare on elm street' , craven has attempted a precarious cross-over to drama .",pos
7392,"go doesn't have this , and it suffers because of it .",neg
7393,but elwood isn't completely without family .,neg
7394,"abigail seizes on this opportunity to rid herself of her rival for john proctor's love , his wife elizabeth ( joan allen ) , by including her among those accused of witchcraft .",neg
7395,""" too bad we have to do it , "" mitch says .",neg
7396,this is the worst movie that i have seen in years .,neg
7397,""" deuce bigalow "" is the first project from adam sandler's company happy madison , the formation of which assures that we'll be seeing the sandler style of comedy mass-produced at an increasing rate in years to come .",neg
7398,the tentacle monster in deep rising doesn't have a set of rules . . .,neg
7399,"he takes her to a sacred site , even today strictly men-only .",pos
7400,"i mean , this one bit .",neg
7401,"the actors do what they can with lame dialog , but they can't pull the film out of the hole it's dug for itself .",neg
7402,"along the way , tom picks up a love interest in the person of a crucifix-weapon wielding woman named karen , played in a totally wasted performance by minnie driver .",neg
7403,"the problem is that she needed to marry at all--and that if she did not marry , she would still be just as unhappy .",neg
7404,"if the big hit signals the future of hong kong style movies that are made for american audiences , then shoot me now .",neg
7405,( i am desperately trying to avoid making this a spoiler . ),neg
7406,"new york has never looked so inhospitable since "" death wish "" .",neg
7407,"instead , it depends upon a series of humorous situations : oscar and felix lose the car over a cliff , are caught smuggling mexicans over the border , take up with two women on the run from their violent husbands ( the women are played by christine baranski of "" cybill "" and jean smart of "" designing women "" ) , and hitch a ride with a man who dies in the desert .",neg
7408,its just a succession of awful set pieces about who emmannuelle will bed next !,neg
7409,"he has proven himself an uneven actor ( successes such as speed and bombs such as johnny mnemonic ) , but he tops himself with this performance .",pos
7410,"( on the other hand , if you are one of those who walked out in disgust with smith's dogma , then jay and silent bob strike back is not the movie for you . )",pos
7411,"i applaud any attempt to bring something fresh and unique to movie houses , but sometimes even cleverness can reach overkill .",neg
7412,"i won't reveal the details except to say it involves heston falling to his knees on a beach and yelling "" god damn you all to hell ! """,neg
7413,"the flubber is played for gags after it is introduced , but is all but forgotten about thereafter .",neg
7414,and what of the ending scene at a wedding where the entire congregation feels it necessary to stop everything and stare at the couple ?,neg
7415,"this scene is twisted , disturbing , and thought-provoking , because the psychological importance of the horse and its fate is left to the viewer to ponder .",neg
7416,let him loose !,neg
7417,larson's character accidently kills his own wife rather than the couple he wants to kill .,neg
7418,"nobody will go to this for the plot , and if they do they'll surely regret it .",neg
7419,"even if his novel was butchered in the adaptation process , crichton's credit as a producer disallows him absolution .",neg
7420,""" looks like he zigged when he should've zagged . """,neg
7421,"but unfailingly , judge manages to make some rather inexcusable mistakes in office space by spreading an iffy plot over too much ground .",neg
7422,you know what a goof field is : that invisible zone in which anyone who has intent to do harm to you becomes a klutz no matter what their real dexterity is .,neg
7423,"sonny is an energetic , pentecostal preacher who has been speaking ( actually shouting ) from behind the pulpit since he was twelve .",pos
7424,"some people die , there's blood and knives and none of the characters have a lick of common sense .",neg
7425,"he throws around furniture like stanley kowalski , but it's somehow lacking .",neg
7426,urban legend surprised me .,pos
7427,"unlike wayans's last starring vehicle , the surprisingly effective ( and serious ) the 6th man , the "" emotional "" content of senseless is forced and unconvincing .",neg
7428,""" 54 "" belongs in the elite group of films known as "" the big disappointments "" : the films that attain so much hype and/or so much potential in its creation that they come off worse than they are when they are finally finished .",neg
7429,"a plotless , pointless rock n' roll movie can be fun , if the jokes and gags are actually funny .",neg
7430,"the actors are called on to act accordingly , resulting in some of the worst , most overdone work all of them have ever turned in .",neg
7431,"truthfully , with his bad haircut ( seemingly modeled after weird al yankovic , little richard , and giant poodles ) and his unenthusiastic demeanor , we'd probably throw tomatoes at him just for fun .",neg
7432,eight taels of gold begins as a fish out of water story and at some point becomes a love story involving two people whose past choices prevent the fruition of their love .,pos
7433,"seagal has been vanguard in trying to bring a new genre into the filmplace , that of the enviro-thriller ( on deadly ground ) .",neg
7434,kingsley makes don a compact package of fury and nastiness .,neg
7435,"he , and the slugs inside him , promptly begin wreaking havoc and turning more co-eds into slug zombies .",neg
7436,"once she does get in the car , daisy is the ultimate back-seat driver .",pos
7437,"soon after the book was written , hunter s . thomspon became the basis for a character in doonesbury known as uncle duke .",neg
7438,"boy , what a great movie ! !",neg
7439,"maybe this has just been a bad year for children's films , and hopefully , the upcoming , "" the prince of egypt , "" will not be a disappointment .",neg
7440,""" john carpenter's vampires , "" sadly enough , is one of the most unscary horror films i've ever seen .",neg
7441,"after an overdone special effects thing , they're . . . inside a goddam pyramid .",neg
7442,"also , it seems like sam raimi doesn't remember much about the film and it's production . . .",pos
7443,"in 1984 , he break-danced during the closing ceremonies of the olympic games in los angeles .",neg
7444,"the visual effects are just stunning , from the space walk sequences , to the visualization of evolution on earth .",neg
7445,you know the routine .,neg
7446,"unfortunately , this epic story unfolds in a confusing and haphazard manner in the theatrical cut of the film , which runs 30 to 60 minutes shorter than what lynch originally intended .",neg
7447,"that movie was interesting , well done and continuously funny unlike this film .",neg
7448,"this would be okay if there were any suspense or if it didn't take itself seriously at all , like in the case of this summer's "" con air . """,neg
7449,"of course , he comes across as being so good ( though , he does kill some fish in the aquarium ) , that it is hard to believe he's for real , or just some cardboard shining knight put into the story to give it an ideal to shoot for .",neg
7450,"a bad girl , a tough good girl , a secret cave hideaway ( which seems inspired more by dr .",neg
7451,truman burbank was born to an audience of millions .,pos
7452,"but it's at about the halfway mark of this movie , that the bottom drops out and all that we're left with are a lot of questions and very few plausible answers .",neg
7453,aaron gets weirder and weirder as the trial goes on .,pos
7454,"of course , director louis morneau tries to liven things up with some intentional humor , but it is so conventional it doesn't really go anywhere .",neg
7455,"his quest to end the dispute peacefully and equitably is the one we identify with , but it is frustrating to see that he seems to be talking to a brick wall half the time .",neg
7456,the simulation of 1937 is just like it was back in the olden days .,pos
7457,"forget the others and the deep end ( which veered toward strained dramatics ) , the night of the hunter is by far the scariest movie i've seen so far this year .",pos
7458,"and what was the deal with the whole nfl franchise deal run by some 15-year old looking guy , acting like he's the overlord of a drug ring ? !",neg
7459,"in addition to his vague characterizations and uninspired action sequences , ramsey's script assaults the audience with his attempts to copy the vulgar , poetic rhythms of tarantino or mamet-style dialogue .",neg
7460,"it came as no surprise to me to learn that huntingburg , indiana ( where the film is set ) , does not have a mcdonald's , a sears store , a statue of a man on a horse , nor even a dam close by .",neg
7461,"as i said , probably the only reason that this film was a hit was because of the special effects .",neg
7462,"director dennis dugan has a track record for broad comedy with films like "" big daddy "" and "" beverly hills ninja , "" but falls flat with "" saving silverman . """,neg
7463,"there's no background or details to anyone or anything , it's just a bunch of cartoon characters running into each other .",neg
7464,"for five years , "" the x-files "" television show has developed a dedicated fan culture , whose rabid devotion to the series rivals that of "" star trek "" fans .",neg
7465,"ahmed , who's called "" ibn "" by the vikings , forms friendships with herger the joyous ( dennis storh ? i ) and the viking leader buliwyf ( vladimir kulich ) .",neg
7466,there is a certain flavor about this movie and i think that the direction of the movie is the reason for this .,neg
7467,"on the contrary , the star wars trilogy -- and the empire strikes back in particular -- are three items on a very short list of why i love movies .",neg
7468,"joseph cross , as garicia's ailing son , is surprisingly unsentimental , and marcia gay harden lends solid support as a doctor who becomes a major player in the unfolding chaos .",neg
7469,"when those observers are joel and ethan coen , the surreal becomes bizarre .",pos
7470,"( i was particularly surprised with the untimely demise of one in particular , whose casting for the next installment of the series would've seemed obvious . )",pos
7471,"until then , the best choices ( for bruce willis or any other action hero ) are on video .",neg
7472,"though an arguable improvement over the original , ace ventura : when nature calls is still a snooze for anyone over the age of ten .",neg
7473,,neg
7474,( note to sony : any studio executive that thinks this plot is going to win points with the reviewing press needs to check into rehab . ),neg
7475,"siouxsie is the chromium cool , tough-as-nails crack killing machine who shoots out a couple of mirrors in order to justify the film's meaningless stock title .",neg
7476,then a bunch of really predictable stuff starts happening .,neg
7477,"it moves admirably from one scene to the next , without much basis of their being , while presenting us with the two days in the life of writer hunter s . thompson during which he seemed to consume more drugs and alcohol than anyone could ever imagine .",pos
7478,"but "" out to sea "" and "" the odd couple ii "" are just beating a grumpy old horse .",neg
7479,"so that adds up to about 30 seconds of entertainment and still about one hour , 59 minutes , and 30 seconds of miserable torture .",neg
7480,acclaimed director norman jewison's biopic retreads all the conventions of courtroom movies without any of the fun .,neg
7481,"for example , there is a scene in which van damme drives a car out of a window .",neg
7482,"implausible material , no less .",neg
7483,"random swordplay , mad max-like dudes showing up in motorcycles in the 1800s ?",neg
7484,well . . . nothing .,neg
7485,our heroes are in a boat in the middle of a lake which harry realizes the volcanic activity has turned to acid .,neg
7486,ace ventura has one glaring incongruity .,neg
7487,yet the attempt at a realistic depiction of combat falls flat on its face because realism is not something which can be represented by single instances or events .,neg
7488,jordan checks for his wallet but it's really in the car .,neg
7489,"it falls into the category of being a pretentious art-house film , leaving a bitter taste in one's mouth as it stereotypes its characters and unintentionally further inflames the racial issues .",neg
7490,"there is only one good thing about the way "" mission to mars "" finally ends : the fact that the movie is over .",neg
7491,"alongside him , jenna elfman , the spunky co-star of tv's dharma and greg , radiates perkiness and little else .",neg
7492,uh-uh .,neg
7493,am i supposed to identify with anyone in this film ?,neg
7494,"at the end of the film , we are told that perhaps alma's victory was in teaching heyst how to love .",neg
7495,"brody , too paints an effective portrait of a young guy desperate for attention who gets a little more than he bargained for .",neg
7496,"a few months before the release of star wars episode 1 , the phantom menace , 20th century fox decides to release another space film , that is a complete rip off of star wars .",neg
7497,jb : you're welcome .,neg
7498,"in paris , he meets the cunning cardinal richelieu ( stephen rea ) , who is trying to overthrow the king , and richelieu's man-in-black associate febre ( tim roth ) , the killer of his folks .",neg
7499,"maggie is charmed by cappie's tender undertsanding demeanor , not to mention his shirtless body .",pos
7500,hardly anything makes sense .,neg
